Date,Time,S1_Temp,S2_Temp,S3_Temp,S4_Temp,S1_Light,S2_Light,S3_Light,S4_Light,S1_Sound,S2_Sound,S3_Sound,S4_Sound,S5_CO2,S5_CO2_Slope,S6_PIR,S7_PIR,Room_Occupancy_Count
12/22/17,11:44:50,25.5,25.56,24.94,25.75,155,234,70,54,0.08,0.35,NA,0.28,515,3.111538462,no motion detected,no motion detected,2 persons
12/24/17,1:44:04,25.38,25.38,24.88,25.75,0,0,0,0,0.07,0.05,0.05,0.06,365,0,no motion detected,no motion detected,empty room
12/26/17,0:28:12,25.38,25.38,24.94,25.81,0,0,0,0,0.08,0.05,0.06,0.09,NA,0,no motion detected,no motion detected,empty room
12/24/17,0:23:54,25.44,25.44,24.94,NA,0,0,0,0,0.07,0.05,0.06,0.06,370,0,no motion detected,no motion detected,empty room
12/25/17,9:54:35,NA,25.06,24.63,25.56,8,9,41,28,0.08,0.05,0.06,0.11,NA,0,no motion detected,no motion detected,empty room
12/26/17,0:55:15,25.38,25.38,24.94,25.81,0,0,0,0,0.08,0.05,0.06,0.11,NA,0,no motion detected,no motion detected,empty room
12/22/17,12:21:35,25.69,28.13,25.13,26.06,155,242,77,60,0.18,0.06,NA,0.07,645,1.111538462,no motion detected,no motion detected,2 persons
1/11/18,0:15:47,25.25,25.25,24.88,25.31,0,0,0,0,0.07,NA,0.05,0.09,345,0,no motion detected,no motion detected,empty room
12/26/17,1:13:07,25.38,25.38,24.94,25.81,0,0,0,0,0.07,0.05,NA,NA,NA,0,no motion detected,no motion detected,empty room
12/26/17,0:44:32,25.38,25.38,24.94,25.81,0,0,0,0,0.07,0.05,0.06,0.09,NA,0,no motion detected,no motion detected,empty room
12/22/17,12:10:21,25.63,27.56,25.06,25.94,156,NA,79,60,0.63,0.28,0.2,0.14,615,0.923076923,motion detected,no motion detected,2 persons
12/22/17,11:20:50,25.25,NA,24.81,NA,124,36,62,47,1.1,0.1,NA,0.05,430,0.738461538,motion detected,no motion detected,1 person
12/25/17,10:51:46,25.13,25.13,24.81,25.75,11,13,53,37,0.08,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/22/17,12:08:19,25.63,27.38,25.13,25.94,157,NA,77,59,0.07,0.21,0.2,0.06,600,1.1,motion detected,no motion detected,2 persons
12/26/17,1:06:29,25.38,25.38,24.94,25.81,0,0,0,0,0.07,0.05,NA,0.09,NA,0,no motion detected,no motion detected,empty room
1/10/18,15:42:39,25.56,26.25,25.44,NA,10,11,36,34,0.2,0.22,0.22,0.09,375,0.242307692,no motion detected,motion detected,3 persons
1/10/18,15:36:01,25.56,26.06,25.44,NA,10,10,53,33,0.33,0.59,0.25,0.16,370,0.646153846,motion detected,motion detected,3 persons
12/26/17,1:02:55,25.38,25.38,24.94,25.81,0,0,0,0,0.08,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/26/17,0:24:37,25.38,25.38,24.94,25.81,0,0,0,0,0.08,0.05,0.06,0.09,NA,0,no motion detected,no motion detected,empty room
12/26/17,0:09:18,25.38,25.38,NA,25.81,0,0,0,0,0.07,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/26/17,1:22:50,25.38,25.38,24.94,25.81,0,0,0,0,0.08,0.06,0.06,0.09,NA,0,no motion detected,no motion detected,empty room
12/26/17,1:10:34,25.38,25.38,24.94,25.81,0,0,0,0,0.08,0.06,0.06,0.09,NA,0,no motion detected,no motion detected,empty room
12/25/17,10:52:17,25.19,25.13,24.81,25.75,11,13,53,37,0.08,NA,NA,NA,NA,0,no motion detected,no motion detected,empty room
12/25/17,9:32:38,25.06,25.06,24.56,25.44,7,8,39,25,0.07,0.05,0.06,0.09,NA,0,no motion detected,no motion detected,empty room
12/26/17,0:45:33,25.38,25.38,24.94,25.81,0,0,0,0,0.07,0.05,NA,NA,NA,0,no motion detected,no motion detected,empty room
12/26/17,1:28:26,25.38,25.38,24.94,25.81,0,0,0,0,0.08,0.06,0.06,NA,NA,0,no motion detected,no motion detected,empty room
1/11/18,1:29:49,25.19,25.25,24.75,25.25,0,0,0,0,0.07,0.05,0.05,0.09,345,0,no motion detected,no motion detected,empty room
12/25/17,9:50:30,25.06,NA,24.63,25.56,8,9,42,29,0.08,0.05,0.05,NA,NA,0,no motion detected,no motion detected,empty room
1/11/18,0:45:24,25.19,25.25,24.81,25.31,0,0,0,0,0.07,NA,0.05,0.08,345,0,no motion detected,no motion detected,empty room
12/25/17,10:12:58,25.06,25.06,24.69,NA,9,10,45,31,0.08,0.06,0.06,0.09,NA,0,no motion detected,no motion detected,empty room
12/24/17,1:08:19,25.38,25.38,24.94,NA,0,0,0,0,0.07,0.05,0.06,0.06,365,-0.073076923,no motion detected,no motion detected,empty room
1/10/18,16:29:37,25.75,26.06,25.69,25.88,5,6,22,20,0.08,0.05,0.14,NA,605,2.903846154,no motion detected,no motion detected,3 persons
12/23/17,0:34:47,25.38,25.38,24.94,NA,0,0,0,0,0.07,0.05,NA,0.07,375,0,no motion detected,no motion detected,empty room
12/25/17,10:26:45,25.06,25.13,24.75,NA,10,11,48,32,0.08,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/24/17,0:01:26,25.44,25.44,NA,25.56,0,0,0,0,0.07,0.05,0.06,0.05,370,-0.211538462,no motion detected,no motion detected,empty room
12/24/17,1:35:54,25.38,25.38,24.88,25.75,0,0,0,0,0.07,0.05,0.05,0.06,365,0,no motion detected,no motion detected,empty room
12/24/17,0:19:49,25.44,25.44,24.94,NA,0,0,0,0,0.06,0.05,0.06,0.06,370,0,no motion detected,no motion detected,empty room
12/24/17,0:25:57,25.44,25.44,24.94,NA,0,0,0,0,0.07,NA,0.06,0.06,370,0,no motion detected,no motion detected,empty room
12/26/17,1:07:00,25.38,25.38,24.94,25.75,0,0,0,0,0.08,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/25/17,10:24:12,25.06,25.13,24.75,NA,10,11,49,34,0.08,0.05,0.06,0.11,NA,0,no motion detected,no motion detected,empty room
1/10/18,15:47:15,25.63,26.25,25.5,NA,10,10,53,32,0.31,0.25,0.12,0.09,380,0.496153846,no motion detected,motion detected,3 persons
1/11/18,0:05:04,25.25,25.25,24.88,25.38,0,0,0,0,0.08,0.05,0.06,0.08,345,0,no motion detected,no motion detected,empty room
12/22/17,10:50:12,24.94,24.75,24.56,25.44,121,33,53,40,0.93,0.05,0.06,0.06,390,0.646153846,no motion detected,no motion detected,1 person
12/24/17,1:39:59,25.38,25.38,24.88,NA,0,0,0,0,0.06,0.05,0.06,0.06,365,0,no motion detected,no motion detected,empty room
12/24/17,0:45:52,25.44,25.38,24.94,25.75,0,0,0,0,0.06,0.05,0.05,0.06,365,-0.042307692,no motion detected,no motion detected,empty room
12/22/17,12:27:12,25.69,28.44,25.19,26,155,242,79,60,0.08,0.07,0.05,0.06,640,0.819230769,no motion detected,no motion detected,2 persons
12/25/17,9:53:03,25.06,25.06,24.69,25.56,8,9,40,27,0.07,0.05,0.06,0.09,NA,0,no motion detected,no motion detected,empty room
1/10/18,16:01:32,25.69,26.31,25.56,25.75,8,8,30,29,0.22,0.84,0.15,0.18,460,2.592307692,motion detected,motion detected,3 persons
12/26/17,1:27:25,25.38,25.38,24.94,25.88,0,0,0,0,0.08,0.06,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/22/17,11:08:04,25.19,24.88,24.69,25.63,NA,35,57,44,0.07,0.24,0.06,0.06,410,0.923076923,no motion detected,no motion detected,1 person
12/26/17,0:06:14,25.38,25.44,NA,25.81,0,0,0,0,0.08,0.05,0.06,0.09,NA,0,no motion detected,no motion detected,empty room
1/11/18,0:34:10,25.19,25.25,24.81,25.31,0,0,0,0,0.07,0.05,0.05,0.09,345,0,no motion detected,no motion detected,empty room
12/25/17,10:32:22,25.13,25.13,24.75,25.75,10,12,49,NA,0.07,0.05,0.06,0.11,NA,0,no motion detected,no motion detected,empty room
12/23/17,1:12:03,25.31,25.31,24.88,25.75,0,0,0,0,0.07,0.05,0.06,0.06,370,-0.073076923,no motion detected,no motion detected,empty room
12/26/17,0:37:54,25.38,25.38,24.94,25.81,0,0,0,0,0.08,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/23/17,1:31:58,25.31,25.31,24.88,25.75,0,0,0,0,0.07,0.05,0.05,0.07,370,0,no motion detected,no motion detected,empty room
12/23/17,1:17:10,25.38,25.31,24.88,25.75,0,0,0,0,0.08,0.06,0.06,0.06,370,0,no motion detected,no motion detected,empty room
1/11/18,1:16:33,25.19,25.25,24.81,25.25,0,0,0,0,0.07,0.05,0.05,0.08,345,0,no motion detected,no motion detected,empty room
12/22/17,11:55:33,25.56,25.69,NA,25.88,155,232,75,58,1.33,1.54,0.42,0.2,560,2.511538462,motion detected,motion detected,2 persons
12/26/17,0:04:12,25.38,25.38,NA,25.81,0,0,0,0,0.08,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/23/17,1:24:18,25.38,25.31,24.88,NA,0,0,0,0,0.07,0.05,0.06,0.06,370,0,no motion detected,no motion detected,empty room
1/11/18,0:13:45,25.25,25.25,24.88,25.31,0,0,0,0,0.08,0.05,0.05,0.09,345,0,no motion detected,no motion detected,empty room
12/26/17,0:59:20,25.38,25.38,24.94,25.81,0,0,0,0,0.07,0.05,0.06,0.09,NA,0,no motion detected,no motion detected,empty room
1/10/18,16:41:22,25.81,26.19,25.75,25.88,4,5,33,15,0.37,0.44,0.74,0.21,685,3.892307692,no motion detected,motion detected,3 persons
1/11/18,1:18:05,25.19,25.25,24.75,25.31,0,0,0,0,0.07,NA,0.05,0.09,345,0,no motion detected,no motion detected,empty room
12/23/17,1:10:31,25.31,25.38,24.88,25.75,0,0,0,0,0.07,0.05,0.06,0.07,370,-0.05,no motion detected,no motion detected,empty room
12/22/17,11:53:30,25.56,25.75,NA,25.81,155,233,75,57,1.16,0.27,NA,0.07,555,2.896153846,motion detected,motion detected,2 persons
1/11/18,0:53:04,25.19,25.25,24.81,25.31,0,0,0,0,0.07,NA,0.05,0.08,345,0,no motion detected,no motion detected,empty room
12/23/17,0:32:44,25.38,25.38,24.94,25.75,0,0,0,0,0.07,0.05,0.06,0.06,375,-0.046153846,no motion detected,no motion detected,empty room
1/10/18,16:55:09,25.88,26.06,25.75,25.94,3,3,13,11,0.11,0.05,0.16,0.11,755,2.803846154,motion detected,motion detected,3 persons
1/10/18,16:52:05,25.88,26.06,25.75,25.94,3,3,20,12,1.36,0.36,0.29,0.15,740,2.676923077,motion detected,motion detected,3 persons
12/24/17,0:24:56,25.44,25.44,24.94,25.75,0,0,0,0,0.07,0.05,0.06,0.07,370,0,no motion detected,no motion detected,empty room
12/25/17,10:22:40,25.06,25.06,24.69,NA,10,11,48,34,0.08,0.05,0.05,NA,NA,0,no motion detected,no motion detected,empty room
12/25/17,10:10:55,25.06,25.06,24.63,25.56,9,10,43,30,0.08,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/25/17,10:38:30,25.13,25.13,24.75,25.75,10,11,49,NA,0.08,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/23/17,0:41:56,25.38,25.38,24.94,25.75,0,0,0,0,0.07,0.05,0.06,0.07,375,0,no motion detected,no motion detected,empty room
12/24/17,0:13:11,25.44,25.44,NA,25.63,0,0,0,0,0.07,0.05,NA,0.06,370,0,no motion detected,no motion detected,empty room
12/24/17,0:56:04,25.44,25.44,24.94,NA,0,0,0,0,0.06,NA,0.06,0.06,365,-0.165384615,no motion detected,no motion detected,empty room
12/26/17,0:50:39,25.38,25.38,24.94,25.81,0,0,0,0,0.08,0.05,0.05,0.09,NA,0,no motion detected,no motion detected,empty room
1/10/18,16:31:09,25.75,26.06,25.69,25.81,5,6,21,19,0.16,0.12,0.21,0.08,620,2.661538462,no motion detected,no motion detected,3 persons
12/25/17,10:20:07,25.13,25.13,24.69,NA,10,10,48,33,0.07,NA,0.06,NA,NA,0,no motion detected,no motion detected,empty room
1/10/18,16:51:35,25.88,26.06,25.75,25.88,3,3,20,12,0.6,0.35,0.2,NA,740,2.65,motion detected,motion detected,3 persons
12/25/17,10:17:03,25.06,25.06,24.69,25.63,10,10,47,33,0.08,0.05,0.06,0.09,NA,0,no motion detected,no motion detected,empty room
12/24/17,0:07:03,25.44,25.44,24.94,25.63,0,0,0,0,0.07,0.05,0.06,0.06,370,0,no motion detected,no motion detected,empty room
12/25/17,10:28:17,25.06,25.13,24.75,NA,10,11,48,33,0.08,0.05,0.06,0.11,NA,0,no motion detected,no motion detected,empty room
12/26/17,0:36:52,25.38,25.38,24.94,25.81,0,0,0,0,0.08,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/26/17,0:37:23,25.38,25.38,24.94,25.81,0,0,0,0,0.08,NA,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/26/17,0:13:54,25.38,25.38,NA,25.81,0,0,0,0,0.07,0.06,NA,NA,NA,0,no motion detected,no motion detected,empty room
1/10/18,15:51:20,25.63,26.38,25.5,25.75,9,9,50,30,0.21,0.37,0.29,0.12,390,0.580769231,motion detected,motion detected,3 persons
12/23/17,1:15:07,25.31,25.38,24.88,25.81,0,0,0,0,0.07,0.05,0.06,0.06,370,0,no motion detected,no motion detected,empty room
12/25/17,9:47:57,25.06,25.06,24.69,25.44,8,9,42,29,0.08,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/23/17,1:08:29,25.38,25.31,24.88,25.75,0,0,0,0,0.07,0.05,0.06,0.06,370,-0.107692308,no motion detected,no motion detected,empty room
12/25/17,10:43:36,25.13,25.13,24.75,25.75,10,12,50,NA,0.08,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
1/10/18,16:04:36,25.69,26.19,25.56,25.75,8,8,30,27,0.13,0.83,0.11,0.09,475,2.630769231,motion detected,no motion detected,3 persons
1/11/18,0:56:07,25.19,25.25,24.81,25.31,0,0,0,0,0.07,0.05,0.06,0.09,345,0,no motion detected,no motion detected,empty room
12/22/17,11:47:53,25.5,25.56,24.94,25.81,155,234,72,55,0.49,0.23,0.19,0.15,540,3.865384615,motion detected,motion detected,2 persons
1/11/18,0:52:33,25.19,25.25,24.81,25.31,0,0,0,0,0.07,0.05,0.05,0.08,345,0,no motion detected,no motion detected,empty room
12/22/17,11:50:27,25.56,25.69,NA,25.81,155,233,73,56,0.08,NA,0.06,0.06,550,3.607692308,no motion detected,no motion detected,2 persons
1/11/18,1:37:29,25.19,25.25,24.75,25.25,0,0,0,0,0.07,NA,NA,0.08,345,0,no motion detected,no motion detected,empty room
1/10/18,15:38:34,25.56,26.13,25.44,NA,10,10,52,32,0.39,0.49,0.15,NA,370,0,no motion detected,motion detected,3 persons
12/25/17,9:38:15,25.06,25.06,24.63,25.44,7,8,38,25,0.08,0.05,0.06,0.09,NA,0,no motion detected,no motion detected,empty room
1/10/18,16:12:46,25.75,26.19,25.63,25.81,6,6,35,23,0.38,0.69,0.28,0.19,510,1.923076923,motion detected,motion detected,3 persons
12/25/17,10:27:46,25.06,25.13,24.75,NA,10,11,48,34,0.08,0.05,NA,NA,NA,0,no motion detected,no motion detected,empty room
1/11/18,1:14:00,25.19,25.25,24.81,25.31,0,0,0,0,0.07,NA,0.05,0.09,345,0,no motion detected,no motion detected,empty room
12/24/17,0:44:50,25.44,25.44,24.94,25.75,0,0,0,0,0.07,0.06,0.06,0.06,370,-0.026923077,no motion detected,no motion detected,empty room
12/26/17,0:15:56,25.38,25.44,24.94,25.88,0,0,0,0,0.08,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
1/10/18,15:34:29,25.56,26,25.44,NA,10,10,53,33,0.51,0.54,0.11,0.09,370,0.969230769,motion detected,motion detected,3 persons
12/23/17,1:07:27,25.38,25.38,24.88,25.75,0,0,0,0,0.07,0.05,NA,0.06,370,-0.165384615,no motion detected,no motion detected,empty room
1/11/18,0:01:29,25.25,25.31,24.81,25.31,0,0,0,0,0.07,NA,0.05,0.09,345,0,no motion detected,no motion detected,empty room
12/23/17,1:32:29,25.31,25.31,24.88,25.75,0,0,0,0,0.07,NA,0.05,0.06,370,0,no motion detected,no motion detected,empty room
1/11/18,1:15:31,25.19,25.25,24.75,25.25,0,0,0,0,0.07,0.05,0.06,0.08,345,0,no motion detected,no motion detected,empty room
12/24/17,1:29:16,25.38,25.44,24.94,25.75,0,0,0,0,0.07,0.05,0.06,0.06,365,0,no motion detected,no motion detected,empty room
12/25/17,10:06:20,25.06,25.06,24.69,NA,9,10,45,30,0.07,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
1/11/18,0:15:17,25.25,25.25,24.81,25.31,0,0,0,0,0.07,0.05,0.05,0.08,345,0,no motion detected,no motion detected,empty room
12/25/17,9:26:30,25.06,NA,24.63,25.44,7,8,37,24,0.08,NA,0.05,NA,NA,0,no motion detected,no motion detected,empty room
12/26/17,0:52:42,25.38,25.38,24.94,25.81,0,0,0,0,0.07,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/24/17,0:34:07,25.44,25.44,24.94,NA,0,0,0,0,0.06,0.05,0.06,0.06,370,0,no motion detected,no motion detected,empty room
1/11/18,1:16:02,25.19,25.25,24.75,25.25,0,0,0,0,0.07,0.05,0.06,0.09,345,0,no motion detected,no motion detected,empty room
12/23/17,0:20:29,25.38,25.44,24.94,25.75,0,0,0,0,0.06,0.05,0.06,0.06,375,-0.234615385,no motion detected,no motion detected,empty room
12/24/17,1:15:59,25.38,25.38,24.94,NA,0,0,0,0,0.06,NA,0.06,0.05,365,0,no motion detected,no motion detected,empty room
1/10/18,15:48:47,25.63,26.31,25.5,25.75,9,10,51,31,0.43,0.21,0.29,0.11,380,0.496153846,motion detected,motion detected,3 persons
12/25/17,9:54:04,25.06,25.06,24.69,25.56,8,9,41,28,0.08,0.05,NA,NA,NA,0,no motion detected,no motion detected,empty room
12/23/17,0:10:47,25.38,25.44,NA,25.75,0,0,0,0,0.06,0.05,0.06,0.06,380,0,no motion detected,no motion detected,empty room
12/23/17,1:16:08,25.38,25.38,24.88,25.75,0,0,0,0,0.07,0.05,0.06,0.06,370,0,no motion detected,no motion detected,empty room
1/10/18,15:47:45,25.63,26.31,25.5,NA,9,9,52,31,0.36,0.52,0.21,0.12,380,0.503846154,motion detected,motion detected,3 persons
1/11/18,0:25:29,25.25,25.25,24.81,25.31,0,0,0,0,0.07,NA,0.06,0.09,345,0,no motion detected,no motion detected,empty room
12/24/17,1:30:47,25.38,25.38,24.88,25.75,0,0,0,0,0.06,0.05,0.06,0.06,365,0,no motion detected,no motion detected,empty room
1/10/18,16:05:37,25.69,26.13,25.63,25.81,7,8,29,26,0.11,0.22,0.08,0.09,475,2.919230769,no motion detected,no motion detected,3 persons
12/26/17,0:39:56,25.38,25.38,24.94,25.88,0,0,0,0,0.08,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/23/17,0:50:37,25.31,25.38,24.94,25.75,0,0,0,0,0.07,0.05,0.06,0.06,375,0,no motion detected,no motion detected,empty room
1/10/18,16:20:56,25.81,26.06,25.69,25.81,5,6,36,22,0.1,0.05,NA,0.09,560,3.780769231,no motion detected,motion detected,3 persons
12/22/17,11:49:56,25.56,25.69,NA,25.94,155,234,74,56,0.63,0.15,NA,0.06,545,3.75,no motion detected,no motion detected,2 persons
12/24/17,1:01:11,25.38,25.38,24.94,NA,0,0,0,0,0.06,NA,0.06,0.06,370,0.015384615,no motion detected,no motion detected,empty room
12/23/17,0:52:08,25.38,25.38,24.88,25.81,0,0,0,0,0.07,0.06,0.06,0.05,375,0,no motion detected,no motion detected,empty room
12/24/17,0:26:27,25.44,25.44,24.94,NA,0,0,0,0,0.06,NA,NA,0.06,370,0,no motion detected,no motion detected,empty room
12/26/17,0:24:06,25.38,25.38,24.94,25.81,0,0,0,0,0.08,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
1/11/18,1:39:01,25.19,25.25,24.75,25.25,0,0,0,0,0.07,NA,0.06,0.09,345,0,no motion detected,no motion detected,empty room
12/24/17,1:07:49,25.38,25.38,24.88,25.75,0,0,0,0,0.07,0.05,0.06,0.06,365,-0.05,no motion detected,no motion detected,empty room
12/25/17,10:54:50,25.19,25.13,24.81,25.75,10,12,50,NA,0.08,0.05,0.06,0.09,NA,0,no motion detected,no motion detected,empty room
12/24/17,0:43:18,25.44,25.44,24.94,NA,0,0,0,0,0.07,0.05,0.06,0.06,370,-0.073076923,no motion detected,no motion detected,empty room
12/22/17,12:15:28,25.69,28.13,25.13,25.94,156,NA,77,59,0.73,0.79,0.28,0.19,630,1.9,no motion detected,motion detected,2 persons
12/23/17,0:09:15,25.38,25.44,24.94,25.75,0,0,0,0,0.06,0.05,NA,0.06,380,0,no motion detected,no motion detected,empty room
12/23/17,1:37:04,25.31,25.31,24.81,25.75,0,0,0,0,0.08,0.05,0.06,0.07,370,0,no motion detected,no motion detected,empty room
12/26/17,0:48:06,25.38,25.38,24.94,25.81,0,0,0,0,0.08,0.05,NA,NA,NA,0,no motion detected,no motion detected,empty room
12/22/17,11:48:24,25.5,25.63,24.94,25.81,155,235,73,56,0.29,0.51,0.19,0.09,540,3.923076923,motion detected,no motion detected,2 persons
12/22/17,11:03:28,25.13,24.88,24.69,25.56,NA,35,58,44,0.44,0.13,0.17,0.09,410,0.607692308,motion detected,no motion detected,1 person
12/23/17,0:16:24,25.44,25.44,24.94,25.81,0,0,0,0,0.07,0.05,0.06,0.06,375,-0.261538462,no motion detected,no motion detected,empty room
12/23/17,1:02:52,25.31,25.38,24.88,25.75,0,0,0,0,0.07,0.05,0.06,0.06,370,-0.234615385,no motion detected,no motion detected,empty room
1/11/18,1:19:37,25.19,25.25,24.81,25.31,0,0,0,0,0.07,0.05,0.05,0.09,345,0,no motion detected,no motion detected,empty room
12/23/17,1:03:53,25.38,25.38,24.88,25.75,0,0,0,0,0.06,0.05,0.06,0.07,370,-0.246153846,no motion detected,no motion detected,empty room
12/23/17,0:25:35,25.38,25.44,24.94,25.75,0,0,0,0,0.06,0.05,0.05,0.06,375,0.007692308,no motion detected,no motion detected,empty room
12/26/17,0:02:09,25.38,25.38,NA,25.88,0,0,0,0,0.07,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
1/11/18,0:30:05,25.19,25.25,24.81,25.31,0,0,0,0,0.06,NA,0.06,0.08,345,0,no motion detected,no motion detected,empty room
12/26/17,1:15:10,25.38,25.38,24.94,25.81,0,0,0,0,0.08,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/22/17,10:58:52,25.06,24.81,24.63,25.56,NA,35,58,44,0.23,0.07,0.08,0.06,395,-0.542307692,motion detected,no motion detected,1 person
1/10/18,15:43:40,25.63,26.25,25.44,NA,10,10,38,34,0.34,0.43,0.71,0.09,375,0.276923077,no motion detected,motion detected,3 persons
12/23/17,0:22:32,25.38,25.44,24.94,NA,0,0,0,0,0.06,0.05,0.06,0.06,375,-0.165384615,no motion detected,no motion detected,empty room
12/24/17,0:58:07,25.38,25.44,24.94,NA,0,0,0,0,0.07,0.05,0.06,0.06,370,-0.080769231,no motion detected,no motion detected,empty room
1/11/18,0:19:22,25.19,25.25,24.88,25.38,0,0,0,0,0.08,NA,0.06,0.08,345,0,no motion detected,no motion detected,empty room
12/22/17,11:16:14,25.25,24.94,24.75,25.63,124,36,60,46,0.28,0.12,0.11,0.08,420,1.019230769,motion detected,no motion detected,1 person
12/23/17,0:13:20,25.38,25.44,NA,25.75,0,0,0,0,0.07,0.05,0.06,0.07,375,-0.088461538,no motion detected,no motion detected,empty room
12/26/17,1:03:56,25.38,25.38,24.94,25.81,0,0,0,0,0.08,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
1/10/18,15:41:38,25.56,26.25,25.5,NA,10,10,37,34,NA,0.35,0.22,NA,375,0.192307692,motion detected,no motion detected,3 persons
1/10/18,16:29:07,25.81,26,25.69,25.88,5,6,22,20,0.15,0.11,NA,0.09,610,3.15,motion detected,no motion detected,3 persons
12/22/17,12:31:48,25.75,28.63,25.25,26.06,159,246,220,63,0.58,NA,3.64,0.62,655,0.4,motion detected,motion detected,3 persons
12/23/17,1:11:33,25.38,25.38,24.88,25.75,0,0,0,0,0.06,0.05,NA,0.05,370,-0.065384615,no motion detected,no motion detected,empty room
12/23/17,0:48:03,25.38,25.38,24.94,25.75,0,0,0,0,0.06,0.05,0.06,0.06,375,0,no motion detected,no motion detected,empty room
12/23/17,0:35:17,25.38,25.38,24.94,NA,0,0,0,0,0.07,0.05,0.06,0.06,375,0,no motion detected,no motion detected,empty room
1/11/18,0:48:28,25.25,25.25,24.81,25.31,0,0,0,0,0.07,NA,0.05,0.09,345,0,no motion detected,no motion detected,empty room
12/26/17,1:18:14,25.38,25.38,24.94,25.81,0,0,0,0,0.07,0.05,0.06,0.09,NA,0,no motion detected,no motion detected,empty room
12/24/17,1:13:56,25.38,25.38,24.94,25.75,0,0,0,0,0.06,0.05,NA,0.06,365,-0.080769231,no motion detected,no motion detected,empty room
12/22/17,11:39:13,25.44,25.5,24.88,25.75,155,236,70,53,1.14,0.56,0.32,0.14,475,0.65,motion detected,motion detected,2 persons
1/10/18,16:18:23,25.75,26.06,25.69,25.81,6,7,37,23,0.34,0.68,0.22,NA,555,3.173076923,no motion detected,no motion detected,3 persons
12/22/17,11:12:40,25.19,24.94,24.75,25.63,124,35,60,46,0.17,0.05,0.06,0.06,425,1.173076923,no motion detected,no motion detected,1 person
12/26/17,0:29:13,25.38,25.38,24.94,25.81,0,0,0,0,0.07,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/26/17,0:00:37,25.38,25.38,NA,25.81,0,0,0,0,0.08,0.06,NA,NA,NA,0,no motion detected,no motion detected,empty room
12/26/17,0:57:18,25.38,25.38,24.94,25.81,0,0,0,0,0.08,0.05,0.05,NA,NA,0,no motion detected,no motion detected,empty room
1/11/18,1:12:58,25.19,25.25,24.81,25.31,0,0,0,0,0.06,NA,0.05,0.08,345,0,no motion detected,no motion detected,empty room
12/26/17,1:11:05,25.38,25.38,24.94,25.88,0,0,0,0,0.08,0.05,NA,NA,NA,0,no motion detected,no motion detected,empty room
12/22/17,11:49:25,25.56,25.63,24.94,25.81,155,234,73,56,0.15,0.26,0.22,0.07,545,3.865384615,motion detected,no motion detected,2 persons
1/10/18,16:50:03,25.81,26.06,25.75,25.88,3,4,20,13,0.49,0.43,0.18,0.17,720,2.430769231,motion detected,motion detected,3 persons
1/10/18,15:44:11,25.63,26.25,25.44,NA,10,10,38,34,0.17,0.06,0.08,0.09,375,0.288461538,no motion detected,motion detected,3 persons
1/10/18,15:57:27,25.69,26.44,25.5,NA,9,8,33,30,0.36,0.42,0.17,0.11,425,2.488461538,motion detected,motion detected,3 persons
12/24/17,1:05:46,25.44,25.44,24.94,NA,0,0,0,0,0.07,0.05,0.06,0.06,365,0,no motion detected,no motion detected,empty room
1/10/18,16:48:31,25.81,26.06,25.75,25.88,3,4,21,13,0.39,0.37,0.12,NA,720,2.465384615,motion detected,motion detected,3 persons
12/24/17,1:32:50,25.38,25.38,24.88,25.75,0,0,0,0,0.07,0.05,0.06,0.06,365,0,no motion detected,no motion detected,empty room
12/25/17,10:46:40,25.13,25.13,24.81,NA,11,13,53,37,0.07,0.05,0.06,0.09,NA,0,no motion detected,no motion detected,empty room
1/11/18,1:29:19,25.19,25.19,24.75,25.25,0,0,0,0,0.07,0.05,0.05,0.09,345,0,no motion detected,no motion detected,empty room
12/26/17,1:41:12,25.31,25.38,24.88,25.75,0,0,0,0,0.08,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
